"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"336",336,2013,"BU-ORHON","SEER3","BU-Orhon / Seer3","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,10,0,0,38.25,0,0,0,0,0,28.25,4,5.75,24.75,0,0,0,0,0,0,0,1.25,0,0,3.5,9.75,0.75,82.25,2.75,23,"Bulgan-Orhon",1,485.411377,"III","2"
"337",337,2013,"BU-ORHON","SHUVUUT2","BU-Orhon / Shuvuut2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,0,0,0,35.5,0,0,0,0,0,57,8.5,2,17.75,0,0,0,0,1,0,0,0,0,0,2.5,54.75,0.25,89.5,4.75,12,"Bulgan-Orhon",1,263.2061768,"III","2"
"338",338,2013,"BU-RASHAANT","AVGAL UUL4","BU-Rashaant / Avgal uul4","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,1.25,0,0,8,44,44,0,0,0,0.25,8.5,0,0,0,0,0,57.75,NA,0,0,0,0,0,0,0,0.25,92,5.25,7,"Bulgan-Rashaant",1,571.2133789,"I","1"
"339",339,2013,"BU-RASHAANT","ERCHIMIIN AR1","BU-Rashaant / Erchimiin ar1","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,1.75,0,0,18,23.25,23.25,0,0,0,0,4.75,0,0,0,0,0,51.25,NA,0,0,0,0,0,0,0,0,86,9.75,8,"Bulgan-Rashaant",1,330.8077087,"I","1"
"340",340,2013,"BU-RASHAANT","TAVAN TSOHIO2","BU-Rashaant / Tavan tsohio2","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,15.25,0,0,4.75,0.25,0.25,0,0,0,30.75,3.25,0,0,0,0,0,11.25,NA,0,0,0,0,0,0,30.75,0,58,39,7,"Bulgan-Rashaant",1,68.60160065,"IV","4"
"341",341,2013,"BU-RASHAANT","TEEG TOLGOI3","BU-Rashaant / Teeg tolgoi3","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,30,0,0,19,0.5,0.5,0,0,0,1,4,0,0,0,0,0,39,NA,0,0,0,0,0,0,0,1,79.5,14.5,8,"Bulgan-Rashaant",1,402.0093994,"I","1"
"342",342,2013,"BU-SAIHAN","BUURIIN ADAG5","BU-Saihan / Buuriin adag5","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,6.25,1,0,40.25,11.5,11.5,0,0,0,4,1.25,0,1.25,0,0,0,0,1,0,0,0.75,0,0,0,2,2,62.75,29,11,"Bulgan-Saihan",1,316.6074219,"III","2"
"343",343,2013,"BU-SAIHAN","HUNT6","BU-Saihan / Hunt6","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,8.25,2,0,9.5,0,2,0.25,0.25,0,0,0,28,10,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0.5,22,90.75,9.25,14,"Bulgan-Saihan",1,345.4080505,"I","1"
"344",344,2013,"BU-SAIHAN","OVOOT1","BU-Saihan / Ovoot1","II","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.5,0,14.5,0,0,8.75,8,8,0,0,0,17.25,14.25,5.75,20.25,0,0,0,0,1,0,0,0,0,0,0,1.5,10,80.75,19.25,15,"Bulgan-Saihan",1,125.8029404,"I","1"
"345",345,2013,"BU-SAIHAN","TSOHION DURULJ3","BU-Saihan / Tsohion durulj3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,1.5,0,0,50.5,5.25,5.25,5,0,0,33,0,8,38.25,0,0,0,0,0,0,0,0,0,0,0,0,7.5,97.75,NA,15,"Bulgan-Saihan",1,215.4050293,"I","1"
"346",346,2013,"BU-SAIHAN","UGALZIIN UVUR2","BU-Saihan / Ugalziin uvur2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,6.5,0,12,0,0,7.25,4.5,4.5,0,0,0,16.75,9.25,2,22.25,0,0,0,0,0,0,0,0,0,0,0,0.25,12.5,69.25,30.5,15,"Bulgan-Saihan",1,236.4055328,"I","1"
"347",347,2013,"BU-SAIHAN","UNDRAH4","BU-Saihan / Undrah4","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2,0,8.25,0,0,19.5,7.25,7.25,0,0,0,13.25,7.75,11,22.25,0,0,0,0,1,0,0,0,0,0,0,0,9,86.75,13.25,13,"Bulgan-Saihan",1,313.8073425,"I","1"
"348",348,2013,"BU-SELENGE","BUUN BURGAS1","BU-Selenge / Buun burgas1","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,18.5,1.5,7.5,1.5,0,0.25,11.25,11.25,0,0,0,11.25,67.5,0,11.75,0,0,0,0,0,0,0,0,0,4,4.25,2.25,8.25,95.25,4.75,14,"Bulgan-Selenge",1,461.2107849,"III","2"
"349",349,2013,"BU-SELENGE","HARAAGIIN AR5","BU-Selenge / Haraagiin Ar5","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,8.5,0.25,0,0.25,0,1.5,18.75,18.75,3,0,0,60.5,24.25,0,0,0,0,6.25,0,0,11.75,0,7,0,0,1.75,0,0.75,98.25,1.75,29,"Bulgan-Selenge",1,1257.429443,"II","2"
"350",350,2013,"BU-SELENGE","HULSTAI4","BU-Selenge / Hulstai4","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,19.25,0,0,77.75,0,0,0,0,0,50,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,99.75,0.25,5,"Bulgan-Selenge",1,126.6029587,"III","2"
"351",351,2013,"BU-SELENGE","ZUUN BAYNGOL3","BU-Selenge / Zuun bayngol3","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,22,0,8,0,0,0,22,22,0,0,0,54.25,17.25,0,0,0,0,5.5,0,0,0,0,0,2,0,8.75,0,0,97,3,23,"Bulgan-Selenge",1,1049.424561,"II","2"
"352",352,2013,"BU-TESHIG","ALTAN UUL4","BU-Teshig / Altan uul4","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,4,0,0,0,54,54,30.75,0,0,86.5,38.25,0,19.75,0,0,0,0,0,0,0,19.75,0,0,49.75,0,0,95,4.25,13,"Bulgan-Teshig",1,2456.057373,"III","2"
"353",353,2013,"BU-TESHIG","EREN TAVT3","BU-Teshig / Eren tavt3","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,0,23.5,0,0,0,2.25,2.25,0,0,0,45.25,49.5,0,17.75,0,0,0,0,0,0,0,13.25,0,29,41.75,32,0,90.75,0.75,11,"Bulgan-Teshig",1,397.0092773,"I","1"
"354",354,2013,"BU-TESHIG","KLONKO1","BU-Teshig / Klonko1","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,3.5,0,22.25,0,0,40.5,0,0,0,0,0,42.75,44.25,0,4.75,0,0,0,0,0,0,0,4,0,0,0,34,0,83.75,15.25,17,"Bulgan-Teshig",1,238.4055786,"III","2"
"355",355,2013,"BU-TESHIG","TUMRUN5","BU-Teshig / Tumrun5","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,45.75,0,0,32,0,0,0,0,0,69.75,0,0,27.5,0,0,0,0,0,0,0,0,0,0,35.5,64,0,72.5,NA,10,"Bulgan-Teshig",1,1432.433594,"III","2"
"356",356,2013,"BU-TESHIG","ULAAN BULAG2","BU-Teshig / Ulaan bulag2","I","High water table",4,1,1.1,1,"Yes","Carex-Grass-forbs rangeland in High water table ESG, FS",0,0,0,0,0,0,0,38.75,38.75,23.75,0,0,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,62.25,0,0,99.75,NA,11,"Bulgan-Teshig",1,2053.248291,"I","1"
"357",357,2013,"DA-DARHAN","TUMURTOLGOI","DA-Darhan / Tumurtolgoi","III","Deep Sandy",9,2,2.2,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,0,17.25,2,17.25,0,51.5,0,0,0,0,0,1.25,3.25,0,0,0,0,0,11.5,NA,0,0,0.75,0,0,0,1.25,0,76.5,10,11,"Darhan-Darhan",1,392.0091858,"IV","4"
"358",358,2013,"DA-HONGOR","HAR BELCHIRIIN AM","DA-Hongor / Har belchiriin am","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0,0,0,71,0,0,0,0,0,31.75,7.5,0,0,0,0,0,3,0,0,0,0,0,0,0,31.25,0.75,89,4.25,8,"Darhan-Hongor",1,312.0072937,"III","2"
"359",359,2013,"DA-HONGOR","SALHIT","DA-Hongor / Salhit","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0,10.75,0,0,0,0,0,2.75,1.25,0,0,0,0,0,60.25,0,0,0,0.25,0,0,0,2.75,0,81,6.5,9,"Darhan-Hongor",1,364.0085144,"I","1"
"360",360,2013,"DA-HONGOR","TSOGT-ONDOR","DA-Hongor / Tsogt-Ondor","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2.75,0,1.25,0,0,11.25,0,0,0,0,0,26.5,51.25,27.5,5.5,0,0,0,0,0,0,0,0.25,0,0,17.25,8.5,0,89.5,3.5,21,"Darhan-Hongor",1,590.0137939,"III","2"
"361",361,2013,"DA-ORHON","DARDAI NUUR","DA-Orhon / Dardai nuur","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4.5,0,1,0,0,5.25,0,0,0,0,0,41,23.25,1,0,0,0,0.5,16.25,0,0,0,2,0,0,1.25,31.75,0,76.75,18,25,"Darhan-Orhon",1,646.0151367,"I","1"
"362",362,2013,"DA-ORHON","DELGER UUL","DA-Orhon / Delger uul","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0.75,4.5,0.75,0,26.75,0,0,0,0,0,19,34.25,0,0,0,0,0,13,0,0,0,0,0,0,0,19,0,79.75,8.5,10,"Darhan-Orhon",1,438.0102539,"III","3"
"363",363,2013,"DA-SHARIIN GOL","BUYANT","DA-Shariin gol / Buyant","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,41.5,0,0,20,0,0,0,0,0,11.25,17.75,6,21,0,0,0,0,0,0,0,0,0,0,0,8.25,2.25,88.25,9.25,11,"Darhan-Shariin gol",1,158.0037079,"I","1"
"364",364,2013,"DA-SHARIIN GOL","DARHAN UUL","DA-Shariin gol / Darhan uul","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,11.75,0,0,84.25,0,0,0,0,0,11.25,0.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,8.25,3.25,90.75,9.25,8,"Darhan-Shariin gol",1,300.007019,"III","2"
"365",365,2013,"DA-SHARIIN GOL","OLON HOTOL","DA-Shariin gol / Olon hotol","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0.5,0,0,66.75,0,0,0,0,0,42.5,1.25,0,0,0,0,0,7,0,0,0,0,0,0,0,41.75,0.25,93,7,8,"Darhan-Shariin gol",1,306.0071411,"III","2"
"366",366,2013,"DG-AIRAG","MERGEN","DG-Airag / mergen","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0.25,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,11.25,82.25,4,"Dornogovi-Airag",1,73.80172729,"II","2"
"367",367,2013,"DG-AIRAG","NARD","DG-Airag / nard","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,1.75,0,0,NA,NA,NA,0,0,NA,0,0,0,0,6,0,0,0,1,0,0,0,0,0,NA,NA,NA,15.75,79.5,4,"Dornogovi-Airag",1,120.4028244,"II","2"
"368",368,2013,"DG-AIRAG","NUDEN","DG-Airag / nuden","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,2.5,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,17.5,65.75,3,"Dornogovi-Airag",1,126.4029541,"III","3"
"369",369,2013,"DG-AIRAG","SAIN US","DG-Airag / sain us","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,0.25,0,0,NA,NA,NA,0,0,NA,0,0.5,0,0,7.5,0,0,0,1,0,0,0,0,0,NA,NA,NA,19,78.5,5,"Dornogovi-Airag",1,76.80180359,"II","2"
"370",370,2013,"DG-AIRAG","TSAGAANDORVOLJ","DG-Airag / tsagaandorvolj","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,25.5,68.5,4,"Dornogovi-Airag",1,149.4035187,"II","2"
"371",371,2013,"DG-ALTANSHIREE","CHULUUN GISHGER","DG-Altanshiree / Chuluun gishger","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,9,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,NA,NA,NA,24.75,73,4,"Dornogovi-Altanshiree",1,30.60071754,"III","3"
"372",372,2013,"DG-ALTANSHIREE","HAYA","DG-Altanshiree / Haya","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,7,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,NA,NA,NA,24.25,75.75,4,"Dornogovi-Altanshiree",1,44.80104828,"III","3"
"373",373,2013,"DG-ALTANSHIREE","SAIN US","DG-Altanshiree / Sain us","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,6.75,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,10.75,0,0,NA,NA,NA,29,71,4,"Dornogovi-Altanshiree",1,32.20075226,"III","3"
"374",374,2013,"DG-ALTANSHIREE","TOIG","DG-Altanshiree / Toig","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,7.25,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,8.5,0,0,NA,NA,NA,27.25,72.25,4,"Dornogovi-Altanshiree",1,31.0007267,"III","3"
"375",375,2013,"DG-ALTANSHIREE","ZARAA","DG-Altanshiree / Zaraa","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,1.25,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,NA,NA,NA,9.75,90.25,4,"Dornogovi-Altanshiree",1,10.20023918,"II","2"
"376",376,2013,"DG-DALANJARGALAN","BICHIGT","DG-Dalanjargalan / bichigt","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,4.75,0,0,0,1,0,0,0,0,0,NA,NA,NA,19.5,80.5,3,"Dornogovi-Dalanjargalan",1,365.0085449,"II","2"
"377",377,2013,"DG-DALANJARGALAN","ELDEV","DG-Dalanjargalan / eldev","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,10.5,87,5,"Dornogovi-Dalanjargalan",1,196.0045929,"III","3"
"378",378,2013,"DG-DALANJARGALAN","ONGOT","DG-Dalanjargalan / ongot","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0.75,0.5,0.75,0,0,0,0,0,0,0,0,1.75,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,17.25,82,6,"Dornogovi-Dalanjargalan",1,294.4068604,"II","2"
"379",379,2013,"DG-DALANJARGALAN","TSOMOG","DG-Dalanjargalan / tsomog","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,3,0.75,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.25,66.5,5,"Dornogovi-Dalanjargalan",1,232.2054291,"II","2"
"380",380,2013,"DG-DELGEREH","BARUUN TEVH","DG-Delgereh / baruun tevh","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,10.5,NA,3.5,0,0,NA,NA,NA,0,0,NA,0.75,6,0,0,2.75,0,0,6.25,0,0,0,0,0,0,NA,NA,NA,35,46,11,"Dornogobi-Delgereh",1,153.403595,"I","1"
"381",381,2013,"DG-DELGEREH","HAMRIIN UUL","DG-Delgereh / Hamriin uul","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,39.25,16.5,4.75,20.25,0,0,0,0,0,0,0,0,2.5,0,0,5.75,0,0,0,0,4.5,0,0.5,0,0,0,0,0,77.25,15.25,15,"Dornogobi-Delgereh",1,184.8043213,"II","2"
"382",382,2013,"DG-DELGEREH","HONGOR","DG-Delgereh / Hongor","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,2.75,0.5,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27.25,70.5,9,"Dornogobi-Delgereh",1,171.404007,"II","2"
"383",383,2013,"DG-DELGEREH","HUR","DG-Delgereh / hur","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1,13.5,0,19,0,0,8,8,0,0,0,0.75,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,31,64,8,"Dornogobi-Delgereh",1,147.8034515,"II","2"
"384",384,2013,"DG-DELGEREH","MORGOTSGIIN UUL","DG-Delgereh / morgotsgiin uul","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.75,NA,2.5,0,0,NA,NA,NA,0,0,NA,0.5,4.75,0,0,26.5,0,0,0,0,0,0,0.25,0,0,NA,NA,NA,39,56,11,"Dornogobi-Delgereh",1,206.4048309,"I","1"
"385",385,2013,"DG-DELGEREH","NUDENGIIN TOLGOD","DG-Delgereh / Nudengiin tolgod","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1.25,NA,0,0,0,NA,NA,NA,0,0,NA,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,17.5,39,4,"Dornogobi-Delgereh",1,209.0048981,"III","3"
"386",386,2013,"DG-DELGEREH","TEEGIIN TAL","DG-Delgereh / Teegiin tal","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,25,20,0,20,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,7,0,1.75,0,0,0,0,0,70,24.75,10,"Dornogobi-Delgereh",1,298.0069885,"IV","4"
"387",387,2013,"DG-ERDENE","BUTNI HOOLOI","DG-Erdene / butni hooloi","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.5,NA,0,0,0,NA,NA,NA,0,0,NA,1.75,1.25,0,0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.25,60,10,"Dornogobi-Erdene",1,217.6050873,"II","2"
"388",388,2013,"DG-ERDENE","DALAI","DG-Erdene / dalai","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,20.5,78,7,"Dornogobi-Erdene",1,164.2038422,"III","3"
"389",389,2013,"DG-ERDENE","HASHAALAAGUI TALBAI","DG-Erdene / hashaalaagui talbai","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,2.25,0,0,0,0,0,0,0.25,0,0,NA,NA,NA,26.75,69.5,6,"Dornogobi-Erdene",1,83.00193787,"III","3"
"390",390,2013,"DG-ERDENE","HUR","DG-Erdene / hur","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1.75,NA,0,0,0,NA,NA,NA,0,0,NA,0,2.5,0,0,13.25,0,0,0,0,0,0,0.75,0,0,NA,NA,NA,27.25,70.25,12,"Dornogobi-Erdene",1,255.8059998,"I","1"
"391",391,2013,"DG-ERDENE","SHINE US","DG-Erdene / shine us","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.75,NA,0,0,0,NA,NA,NA,0,0,NA,0,13,0,0,31.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,53.25,41.25,8,"Dornogobi-Erdene",1,147.8034515,"I","1"
"392",392,2013,"DG-ERDENE","TSAGAAN OVOO","DG-Erdene / tsagaan ovoo","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,2.5,NA,NA,NA,0,0,NA,0,0,0,0,12.75,0,0,0,0,0,0,0.5,0,0,NA,NA,NA,35,57.5,7,"Dornogobi-Erdene",1,122.4028702,"I","1"
"393",393,2013,"DG-HATANBULAG","AMAR-ULZIIT","DG-Hatanbulag / Amar-ulziit","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.25,NA,1.75,0,0,NA,NA,NA,0,0,NA,0,3.5,0,0,8.75,0,0,0,0,0,0,1.75,0,0,NA,NA,NA,19.75,76,9,"Dornogovi-Hatanbulag",1,18.00042152,"I","1"
"394",394,2013,"DG-HATANBULAG","AMNA-US","DG-Hatanbulag / Amna-us","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0.25,0,0,NA,NA,NA,0,0,NA,0,4.5,0,0,5.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,16.5,73.5,6,"Dornogovi-Hatanbulag",1,9.800229073,"I","1"
"395",395,2013,"DG-HATANBULAG","SHIVNEE","DG-Hatanbulag / Shivnee","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0.5,0,0,0,7.75,0,0,0,0,0,0,0.5,0,0,NA,NA,NA,21.25,72.5,5,"Dornogovi-Hatanbulag",1,14.20033264,"I","1"
"396",396,2013,"DG-HATANBULAG","SULIN","DG-Hatanbulag / Sulin","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,19,74.25,4,"Dornogovi-Hatanbulag",1,70.801651,"I","1"
"397",397,2013,"DG-HATANBULAG","TSAGAAN GUVEE","DG-Hatanbulag / Tsagaan guvee","I","Loamy",15,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,18.75,77,4,"Dornogovi-Hatanbulag",1,8.600201607,"II","2"
"398",398,2013,"DG-HATANBULAG","TSEEL","DG-Hatanbulag / Tseel","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,2.25,0,0,11.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,17.75,73.25,4,"Dornogovi-Hatanbulag",1,20.0004673,"I","1"
"399",399,2013,"DG-HUVSGUL","DOLOOD","DG-Huvsgul / Dolood","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.5,NA,0.75,0,6.5,NA,NA,NA,0,0,NA,0,0,0,0,2.5,0,0,0,0,0,0,0.5,0,0,NA,NA,NA,15,74.75,8,"Dornogovi-Husgul",1,6.00014019,"IV","3"
