"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"271",271,2013,"BH-ZAG","BOGINY AM","BH-Zag / Boginy am","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"272",272,2013,"BH-ZAG","GANTS UUDET","BH-Zag / Gants uudet","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"273",273,2013,"BH-ZAG","SENJIT","BH-Zag / Senjit","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,8.25,12.25,7.25,12.25,4.75,5,8.25,8.25,0,0,0,3.75,18,15.25,0,0,0,0.5,21.75,1,0,0,2,0,0,0,0,0,79.5,1.5,22,"Bayanhongor-Zag",1,596.0139771,"III","2"
"274",274,2013,"BH-ZAG","ZALAA-OVOO","BH-Zag / Zalaa-ovoo","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,13,21.75,1.75,21.75,4.25,7.75,3.25,3.25,0,0,0,0.25,22,17,0,0,0,0,22.5,2,0,0,0,0,0,0,0,0,80.25,4.5,14,"Bayanhongor-Zag",1,218.0051117,"III","2"
"275",275,2013,"BU-BAYAN-AGT","BRIGADIIN TUV3","BU-Bayan-Agt / Brigadiin tuv3","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.5,0,13,0,0,26.75,1,1,0,0.25,0,40.5,9,28,1,0,0,0,0,0,0,0,0,1,0,0,23.5,2.5,92,8,23,"Bulgan-Bayn-Agt",1,175.0040894,"III","2"
"276",276,2013,"BU-BAYAN-AGT","BUGIIN CHULUU6","BU-Bayan-Agt / Bugiin chuluu6","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,8.5,0,9.5,0,0,33.5,5,5,0,9.5,0,27.75,28,0,5.25,0,0,0,0,0,0,0,0,0,0,0,24.5,0,92,8,14,"Bulgan-Bayn-Agt",1,157.4036713,"III","2"
"277",277,2013,"BU-BAYAN-AGT","DASHDENDEV2","BU-Bayan-Agt / Dashdendev2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,4.25,2.25,17.25,2.25,0,28.5,4,4,0,12.5,0,18.5,29,3.25,3.5,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,91.25,8.75,26,"Bulgan-Bayn-Agt",1,677.0158081,"III","2"
"278",278,2013,"BU-BAYAN-AGT","HUNDLUN5","BU-Bayan-Agt / Hundlun5","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,7.75,0,0,0,0,55.5,6.5,6.5,0,10.25,0,38.5,21.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,33.75,0.5,95.5,4.5,12,"Bulgan-Bayn-Agt",1,204.8047943,"III","2"
"279",279,2013,"BU-BAYAN-AGT","MODTOI TOLGOI1","BU-Bayan-Agt / Modtoi tolgoi1","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,6.75,0,11.5,3,0,64.75,0.25,0.25,0,0,0,36.75,15.5,11.25,0,0,0,0,6,0,0,0,0,0,0,0,20,0,97.75,2.25,17,"Bulgan-Bayn-Agt",1,219.005127,"I","1"
"280",280,2013,"BU-BAYAN-AGT","NOGOO BRIGAD4","BU-Bayan-Agt / Nogoo brigad4","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,3,0,11.25,0,0,12.5,0.5,0.5,0,0,0,38.75,5.75,9.25,1.5,0,0,0,0,0,0,0,0,0,0,2.25,30.25,0,82.75,17.25,21,"Bulgan-Bayn-Agt",1,139.2032471,"III","2"
"281",281,2013,"BU-BAYANNUUR","ANTENII AR1","BU-Bayannuur / Antenii ar1","II","High water table",10,2,2.1,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",0,18.25,0,0,24.75,0,39.75,20.5,20.5,0,0,0,23.75,0,0,0,0,0,0,1,1,0,0,5.75,0,0,0,19,0,74,26,12,"Bulgan-Bayannuur",1,76.00177765,"III","3"
"282",282,2013,"BU-BAYANNUUR","BAISHINGIIN DENJ5","BU-Bayannuur / Baishingiin denj5","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,15,44.5,15,0,12.5,23.25,23.25,0,0,0,13.5,0,0,0,0,0,0,25,1,0,0,0,0,0,0,13.5,0,74.75,25.25,9,"Bulgan-Bayannuur",1,462.2107849,"I","1"
"283",283,2013,"BU-BAYANNUUR","DALIN GOL2","BU-Bayannuur / Dalin gol2","IV","Deep Sandy",9,3,3.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",1,9.75,0,0,19.25,0,22.75,16.5,16.5,0,0,0,17,6.75,0,0,0,0,0,0.5,NA,0,0,3,0,0,0,15,2,72.25,27.75,17,"Bulgan-Bayannuur",1,137.2032013,"II","2"
"284",284,2013,"BU-BAYANNUUR","HAR NUDEN3","BU-Bayannuur / Har nuden3","IV","Deep Sandy",9,3,3.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,27.25,33.5,2,33.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,74.75,25,9,"Bulgan-Bayannuur",1,350.8082275,"III","3"
"285",285,2013,"BU-BAYANNUUR","ULAAN HEREM4","BU-Bayannuur / Ulaan herem4","I","Deep Sandy",9,1,1.1,1,"Yes","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.75,0,16,38.25,20.75,0,16.75,27,27,0,0,0,13,7,0,0,0,0,0,15.5,0,0,0,8.5,0,0,0,13,0,75,24.75,12,"Bulgan-Bayannuur",1,854.8199463,"I","1"
"286",286,2013,"BU-BUGAT","BAYANBULAG2","BU-Bugat / Bayanbulag2","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2,0,1,0,0,1.25,5.5,5.5,0,0,0,41.5,1,0.75,12.25,0,0,1.5,0,0,0,0,0,0,0,48.5,13.5,0.75,87.5,1,23,"Bulgan-Bugat",1,1631.838013,"III","2"
"287",287,2013,"BU-BUGAT","BURGAST3","BU-Bugat / Burgast3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2.5,0,19.5,0,0,34.75,0,0,0,0,0,26,13.25,0.25,4.25,0,0,0,0,0,0,0,0,0,9.5,0.25,14.25,0,86.5,0.5,17,"Bulgan-Bugat",1,375.0087891,"III","2"
"288",288,2013,"BU-BUGAT","BUURULJUUT5","BU-Bugat / Buuruljuut5","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,2,0,1.25,0,0,68.25,11,11,0,0,0,37.5,8.25,0,3.5,0,0,0,0,0,6,0,0,4,0,1.5,16.25,0,96.25,0.5,22,"Bulgan-Bugat",1,369.0086365,"I","1"
"289",289,2013,"BU-BUGAT","DUNDAT4","BU-Bugat / Dundat4","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,3.25,2.5,9.5,2.5,0,79.25,0,0,0,0,0,11.25,17.5,0,0,0,0,0,0,0,7.25,0,0,0,0,0,7.5,0,95.75,NA,13,"Bulgan-Bugat",1,89.40209198,"III","2"
"290",290,2013,"BU-BUGAT","NAM DABAA1","BU-Bugat / Nam dabaa1","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0.25,0,9.25,0,0,14,0.5,0.5,0,0,0,34.25,9.25,5,0,0,0,0,9.25,0,0,0,0,0,0,14.5,28,0,69.75,0.5,20,"Bulgan-Bugat",1,604.0141602,"I","1"
"291",291,2013,"BU-BULGAN","BICHIGT TOLGOI","BU-Bulgan / Bichigt tolgoi","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0.25,0,22.75,0,0,38.25,0,0,0,0,0,46.75,15.75,0,12.25,0,0,0,0,0,2.5,0,0,0,0,0,45,0,97,NA,10,"Bulgan-Bulgan",1,57.20133972,"III","2"
"292",292,2013,"BU-BULGAN","DOMUU","BU-Bulgan / Domuu","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,17.75,0,4,0,0,30,11.75,11.75,0,0,0,49.5,16,6.75,20.75,0,0,0,0,0,16.5,0,0.5,0,0,0,34.5,0.75,100,NA,25,"Bulgan-Bulgan",1,525.8123169,"III","2"
"293",293,2013,"BU-BULGAN","HAR TOLGOI","BU-Bulgan / Har tolgoi","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,5,0,7,0,0,9,2,2,0,0,0,50,31.25,27.25,9,0,0,0,0,0,0,0,0,0,0,1.75,43.25,0,97,NA,18,"Bulgan-Bulgan",1,355.2083435,"III","2"
"294",294,2013,"BU-BULGAN","HOLBOO TOLGOI","BU-Bulgan / Holboo tolgoi","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,6.75,1.25,5.75,1.75,0,11.5,11.5,11.5,0,0,0,36.5,11.5,20.75,10,0,0,0,0,0,9.5,0,0,0,0,10.5,8.5,0.25,97.25,NA,35,"Bulgan-Bulgan",1,962.8225098,"III","2"
"295",295,2013,"BU-BULGAN","ZUUN TURUU","BU-Bulgan / Zuun turuu","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,4.5,0,14.5,0,0,26,1.25,1.25,0,0,0,17.75,30.25,0,0,0,0,0,29,0,0,0,0,0,0,0,16.5,0,87.75,6.75,10,"Bulgan-Bulgan",1,219.6051331,"I","1"
"296",296,2013,"BU-BUREGHANGAI","90 JILIIN UNDURLUG","BU-Bureghangai / 90 jiliin undurlug","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"297",297,2013,"BU-BUREGHANGAI","AR HUNDII3","BU-Bureghangai / Ar hundii3","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.5,0,2.25,5,0,18.75,0,0,0,0,0,4.5,1.75,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,84.25,1.5,9,"Bulgan-Bureghangai",1,875.4205322,"I","1"
"298",298,2013,"BU-BUREGHANGAI","HUNDLUN2","BU-Bureghangai / Hundlun2","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,0,0,0,0,0,23.75,0.5,0.5,0,0,0,13.75,0,0,0,0,0,0,50.75,1,0,0,0,0,0,0,2.75,4.25,76.5,1.75,9,"Bulgan-Bureghangai",1,176.404129,"I","1"
"299",299,2013,"BU-BUREGHANGAI","HUUCHIN SUMIN AM4","BU-Bureghangai / Huuchin sumin am4","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,0,0,0,25.25,0,0,0,0,0,22,10.75,0,37.25,0,0,0,0,0,0,0,0,0,0,0,8.75,9.5,81,15.75,11,"Bulgan-Bureghangai",1,1185.827881,"I","1"
"300",300,2013,"BU-BUREGHANGAI","IH DULAANII UVUR5","BU-Bureghangai / Ih dulaanii uvur5","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,0,0.5,2.25,0.5,0.5,11.75,0,0,0,0.5,0,12.5,12.75,0.75,0,0,0,0,47.25,0,0,0,1.25,0,0,0,2.75,1.75,91.25,3,22,"Bulgan-Bureghangai",1,839.4196777,"I","1"
"301",301,2013,"BU-DASHINCHILEN","BARUUN HAJUU1","BU-Dashinchilen / Baruun hajuu1","III","Deep Sandy",9,2,2.2,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.5,0,0,16.25,0,0,14.25,3.75,3.75,0,0,0,0,16.5,0,0,0,0,0,6.75,1,0,0,0,0,0,0,0,0,55.25,37.5,10,"Bulgan-Dashinchilen",1,272.2063599,"II","2"
"302",302,2013,"BU-DASHINCHILEN","HARAAT3","BU-Dashinchilen / Haraat3","II","Deep Sandy",9,2,2.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,2.5,0,0,0,0,24.75,0,0,0,0,0,0,40.25,0,0,0,0,0,4.5,1,0,0,0,0,0,0,0,0,63.75,31.5,6,"Bulgan-Dashinchilen",1,224.4052429,"II","2"
"303",303,2013,"BU-DASHINCHILEN","HUHIIN HOOLOI2","BU-Dashinchilen / Huhiin hooloi2","II","Deep Sandy",9,2,2.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,0,0,19,0,0,28.5,0,0,0,0,0,0,44.75,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,82,15,7,"Bulgan-Dashinchilen",1,356.8083191,"II","2"
"304",304,2013,"BU-DASHINCHILEN","NARANGIIN ENGER4","BU-Dashinchilen / Narangiin enger4","II","Deep Sandy",9,2,2.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",3.75,0,0,32.75,0,0,1.25,0,0,0,0,0,0,27.75,0,0,0,0,0,24.75,1,0,0,0,0,0,0,0,0,75.5,18,8,"Bulgan-Dashinchilen",1,521.4121704,"I","1"
"305",305,2013,"BU-DASHINCHILEN","ZAIDAN5","BU-Dashinchilen / Zaidan5","II","Deep Sandy",9,2,2.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.25,0,0,0,0,0,7.5,19,19,0,0,0,0,40,0,0,0,0,0,5.25,1,0,0,0,0,0,0,0,0,66.25,32.25,8,"Bulgan-Dashinchilen",1,173.404068,"II","2"
"306",306,2013,"BU-GURVANBULAG","BAYANGIIN UVUR4","BU-Gurvanbulag / Bayangiin uvur4","I","High water table",10,1,1.1,1,"Yes","ACSP dominated solonchak in HWT ESG, Steppe",0,25.5,0,0,0,0,0,27.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.75,38.75,5,"Bulgan-Gurvanbulag",1,170.8039703,"I","1"
"307",307,2013,"BU-GURVANBULAG","HAALGIN AR AM5","BU-Gurvanbulag / Haalgin ar am5","I","Deep Sandy",9,1,1.1,1,"Yes","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,0,0,2.5,0,3.25,29,25.5,25.5,0,0,0,0,0,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,81.5,5.75,7,"Bulgan-Gurvanbulag",1,569.4133301,"I","1"
"308",308,2013,"BU-GURVANBULAG","IHERIIN UZUUR2","BU-Gurvanbulag / Iheriin uzuur2","III","High water table",10,2,2.2,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",0,1.25,3.75,2.25,3.75,0.25,3.25,3.25,3.25,0,0,0,38.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,49.75,24.75,11,"Bulgan-Gurvanbulag",1,174.2040558,"II","2"
"309",309,2013,"BU-GURVANBULAG","UHAAGIIN AR3","BU-Gurvanbulag / Uhaagiin ar3","II","High water table",10,2,2.1,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",0,0,20,17.25,20,0.25,20.5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,23.5,7,"Bulgan-Gurvanbulag",1,571.4133301,"II","2"
"310",310,2013,"BU-GURVANBULAG","YSHILT1","BU-Gurvanbulag / Yshilt1","IV","Deep Sandy",9,3,3.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,9,7.5,4.5,7.5,11.75,4,24.5,24.5,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,62,35.5,10,"Bulgan-Gurvanbulag",1,309.4072266,"II","2"
"311",311,2013,"BU-HANGAL","BAYAN NUGA5","BU-Hangal / Bayan nuga5","I","High water table",5,2,2.1,2,"No","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,2.5,0,21.25,0,0,16.5,10.5,10.5,0,0,0,33.5,14.5,7.75,6.5,0,0,0,0,0,0,0,0,0,0,0,26.75,0,99,NA,12,"Bulgan-Hangal",1,585.6136475,"I","1"
"312",312,2013,"BU-HANGAL","BULAG4","BU-Hangal / Bulag4","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0.25,11.25,0,11.25,2.5,0,31,0.75,0.75,0,0,0,38.5,4.75,0.75,2.75,0,0,0,0,0,0,0,3.25,0,0,0,3.75,8.75,100,NA,27,"Bulgan-Hangal",1,889.020752,"I","1"
"313",313,2013,"BU-HANGAL","MAIHAN3","BU-Hangal / Maihan3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,11,0,0,17,2,2,0,0,0,58.5,13,5,2.25,0,0,0,0,0,0,0,0.25,0,0,0,48.75,0,99.75,NA,12,"Bulgan-Hangal",1,424.2098999,"III","2"
"314",314,2013,"BU-HANGAL","TSANIIN BAAZ1","BU-Hangal / Tsaniin baaz1","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,4.5,0,17.25,0,0,21.75,1.75,1.75,0,0,0,48.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,31.75,0,97.75,0.5,18,"Bulgan-Hangal",1,343.40802,"III","2"
"315",315,2013,"BU-HANGAL","ZUUHII2","BU-Hangal / Zuuhii2","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0.25,14.5,0,9.75,0,0,40,0,0,0,0,0,40.25,11,0.5,0.25,0,0,0,0,0,0,0,0.25,0,0,0,28.75,0,99.75,NA,16,"Bulgan-Hangal",1,400.4093628,"III","2"
"316",316,2013,"BU-HISHIG-UNDUR","BAAZ HUDAG4","BU-Hishig-Undur / Baaz hudag4","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,18.5,0,0.25,37.25,3,3,0,0,0,19.25,38.5,0,0,0,0,0,46.75,0,0,0,0,0,0,0,2,0.5,99.75,0.25,14,"Bulgan-Hishig-Undur",1,874.8204346,"I","1"
"317",317,2013,"BU-HISHIG-UNDUR","BANZAR6","BU-Hishig-Undur / Banzar6","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,29.75,0,0,36.5,0,0,0,0,0,17.25,45.25,0,0,0,0,0,54.25,0,0,0,0,0,0,0,0.75,0,100,NA,11,"Bulgan-Hishig-Undur",1,1014.423706,"I","1"
"318",318,2013,"BU-HISHIG-UNDUR","HUJIRT1","BU-Hishig-Undur / Hujirt1","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,45.5,0,0,48.75,0,0,0,0,0,9.5,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,95,5,8,"Bulgan-Hishig-Undur",1,388.0090637,"III","2"
"319",319,2013,"BU-HISHIG-UNDUR","MOGOIN EH5","BU-Hishig-Undur / Mogoin eh5","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,32.5,0,0,54.5,1.75,1.75,1.5,0,0,23.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,100,NA,14,"Bulgan-Hishig-Undur",1,387.0090332,"III","2"
"320",320,2013,"BU-HISHIG-UNDUR","TEEG2","BU-Hishig-Undur / Teeg2","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,35.5,0,0,57,17.5,17.5,0,0,0,22,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2,93.75,6.25,9,"Bulgan-Hishig-Undur",1,570.6133423,"II","2"
"321",321,2013,"BU-HISHIG-UNDUR","ZALAAT3","BU-Hishig-Undur / Zalaat3","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,32.75,0,0,31.25,35,35,0,0,0,14,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,7,"Bulgan-Hishig-Undur",1,586.6137085,"III","3"
"322",322,2013,"BU-HUTAG-UNDUR","DUNDAH3","BU-Hutag-Undur / Dundah3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,60,0,0,40.25,18.5,18.5,0,0,0,74.5,4.5,10,26,0,0,0,0,0,0,0,14,0,0,0,2.75,13.25,99.25,0.75,15,"Bulgan-Hutag-Undur",1,451.0105896,"III","2"
"323",323,2013,"BU-HUTAG-UNDUR","HUTAG-UNDUR1","BU-Hutag-Undur / Hutag-Undur1","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,48.5,0,0,43,6,6,0,0,0,40,18,26.5,19.25,0,0,0,0,0,0,0,0,0,0,0,0,30.75,100,NA,10,"Bulgan-Hutag-Undur",1,398.0093384,"III","2"
"324",324,2013,"BU-HUTAG-UNDUR","OROOH6","BU-Hutag-Undur / Orooh6","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,3.5,0,3.5,0,62.5,67.5,67.5,33.75,15.75,0,92.75,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,21,"Bulgan-Hutag-Undur",1,1680.839355,"I","1"
"325",325,2013,"BU-HUTAG-UNDUR","TAHILT4","BU-Hutag-Undur / Tahilt4","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,61.25,0,0,30,30.25,30.25,0,0.5,0,53,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,50.5,100,NA,8,"Bulgan-Hutag-Undur",1,541.0126953,"III","2"
"326",326,2013,"BU-HUTAG-UNDUR","TSAGAAN BURGAS2","BU-Hutag-Undur / Tsagaan burgas2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,47.25,0,0,52.75,29,29,0,0,0,82.75,0.75,0,18.5,0,0,0,0,0,0,0,5.25,0,0,0,0,41,99.5,0.5,14,"Bulgan-Hutag-Undur",1,564.0131836,"III","2"
"327",327,2013,"BU-HUTAG-UNDUR","ULAAN SHOROOT5","BU-Hutag-Undur / Ulaan shoroot5","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,30,0,0,32,28.5,28.5,0,7.5,0,64.5,0,4,15.75,0,0,0,0,0,0,0,0,0,0,0,2.75,27,97.75,2.25,16,"Bulgan-Hutag-Undur",1,193.2045288,"III","2"
"328",328,2013,"BU-MOGOD","GUDEN3","BU-Mogod / Guden3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,4.25,0,31.75,0,0,0,0,0,0,0,0,25.5,8.5,0,24,0,0,0,0,1,0,0,0,0,0,0,8,0.75,63.75,24.5,9,"Bulgan-Mogod",1,343.808075,"I","1"
"329",329,2013,"BU-MOGOD","HUUVRIIN IH SHAND5","BU-Mogod / Huuvriin ih shand5","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,24,0,0,12.25,21,21,0,0,0,41.5,9,0,21,0,0,0,0,0,0,0,0,0,0,0,15.25,7.75,76.25,15.25,13,"Bulgan-Mogod",1,355.6083069,"III","2"
"330",330,2013,"BU-MOGOD","NOMGON1","BU-Mogod / Nomgon1","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,5.5,2.25,27,2.25,0,5.5,0,0,0,0,0,41.5,17,0,0,0,0,0,15,1,0,0,0,0,0,3.25,0,14.75,82,11.5,16,"Bulgan-Mogod",1,380.0089111,"I","1"
"331",331,2013,"BU-MOGOD","TSOHIONI AR2","BU-Mogod / Tsohioni ar2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,9.25,0,20.25,0,0,1.25,0,0,0.25,0,0,64.25,19.75,0,22.5,0,0,0.25,0,1,0.5,0,0.5,0,0,0,16.25,17,85,5.5,20,"Bulgan-Mogod",1,432.4100952,"I","1"
"332",332,2013,"BU-MOGOD","UVUR BULAG4","BU-Mogod / Uvur bulag4","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,3,2,16.25,2,0,3,0,0,2.75,0,0,28.75,16.5,0,8.75,0,0,0,0,1,0,0,0,0,0,0,0,16.25,60,28.25,15,"Bulgan-Mogod",1,567.8132935,"III","2"
"333",333,2013,"BU-ORHON","60-N JIL1","BU-Orhon / 60-n jil1","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,1.75,35,1.75,0,18,0,0,0,0,0,9.5,21,0.25,0,0,0,0,11.75,0,0,0,0.25,0,0,2.75,0.75,0,78.25,13.75,16,"Bulgan-Orhon",1,145.4033966,"III","2"
"334",334,2013,"BU-ORHON","HALIUN4","BU-Orhon / Haliun4","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,9.25,0,6,0,0,21.5,7,7,0,0,0,51.5,12.5,3.5,12.25,0,0,0,0,0,2,0,0.25,0,0,7.75,26,0,92.75,7.25,28,"Bulgan-Orhon",1,714.6166992,"III","2"
"335",335,2013,"BU-ORHON","MEEJ5","BU-Orhon / Meej5","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.25,0,4.25,0,0,2.25,0,0,0,0,0,66.25,24.25,0,37.75,0,0,0,0,0,0.25,0,0,0,0,0,64,0,93.75,NA,11,"Bulgan-Orhon",1,90.20211029,"I","1"
